Sl. No.,Journal name,2022 JIF
8554,JOURNAL OF ALGEBRA AND ITS APPLICATIONS,0.8
8555,JOURNAL OF ALGEBRAIC COMBINATORICS,0.8
8556,JOURNAL OF CHEMICAL CRYSTALLOGRAPHY,0.8
8557,JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,0.8
8558,JOURNAL OF COMPARATIVE PATHOLOGY,0.8
8559,Journal of Electrical Engineering-Elektrotechnicky Casopis,0.8
8560,Journal of Elementology,0.8
8561,JOURNAL OF ENGINEERING TECHNOLOGY,0.8
8562,JOURNAL OF ENVIRONMENTAL HEALTH,0.8
8563,Journal of Fractal Geometry,0.8
8564,Journal of Geometric Mechanics,0.8
8565,JOURNAL OF HERPETOLOGY,0.8
8566,Journal of Integral Equations and Applications,0.8
8567,Journal of Logic Language and Information,0.8
8568,Journal of Mechanics in Medicine and Biology,0.8
8569,Journal of Minimal Access Surgery,0.8
8570,JOURNAL OF MINING SCIENCE,0.8
8571,JOURNAL OF NATURAL HISTORY,0.8
8572,JOURNAL OF OPERATOR THEORY,0.8
8573,JOURNAL OF PHOTOPOLYMER SCIENCE AND TECHNOLOGY,0.8
8574,Journal of Plant Registrations,0.8
8575,JOURNAL OF PURE AND APPLIED ALGEBRA,0.8
8576,JOURNAL OF STRUCTURAL CHEMISTRY,0.8
8577,JOURNAL OF THE HISTORY OF BIOLOGY,0.8
8578,JOURNAL OF THEORETICAL PROBABILITY,0.8
8579,Journal of Topology and Analysis,0.8
8580,Journal of Web Engineering,0.8
8581,KLINISCHE MONATSBLATTER FUR AUGENHEILKUNDE,0.8
8582,Legume Research,0.8
8583,LETTERS IN ORGANIC CHEMISTRY,0.8
8584,LITHOLOGY AND MINERAL RESOURCES,0.8
8585,Logica Universalis,0.8
8586,LOW TEMPERATURE PHYSICS,0.8
8587,Malawi Medical Journal,0.8
8588,MARINE TECHNOLOGY SOCIETY JOURNAL,0.8
8589,MATERIALE PLASTICE,0.8
8590,MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,0.8
8591,MATHEMATIKA,0.8
8592,MATHEMATISCHE ZEITSCHRIFT,0.8
8593,MEDICINA-BUENOS AIRES,0.8
8594,Moscow Mathematical Journal,0.8
8595,NAGOYA MATHEMATICAL JOURNAL,0.8
8596,NEUES JAHRBUCH FUR GEOLOGIE UND PALAONTOLOGIE-ABHANDLUNGEN,0.8
8597,Neural Network World,0.8
8598,NEUROCASE,0.8
8599,NEUROCIRUGIA,0.8
8600,NORWEGIAN JOURNAL OF GEOLOGY,0.8
8601,Ocean and Coastal Research,0.8
8602,OPEN SYSTEMS & INFORMATION DYNAMICS,0.8
8603,Orthopadie,0.8
8604,PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,0.8
8605,Pakistan Journal of Pharmaceutical Sciences,0.8
8606,Periodica Mathematica Hungarica,0.8
8607,PESQUISA AGROPECUARIA BRASILEIRA,0.8
8608,PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,0.8
8609,Planta Daninha,0.8
8610,POLAR RECORD,0.8
8611,POLISH JOURNAL OF PATHOLOGY,0.8
8612,POLISH JOURNAL OF VETERINARY SCIENCES,0.8
8613,Portugaliae Mathematica,0.8
8614,Pratiques Psychologiques,0.8
8615,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING,0.8
8616,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-TRANSPORT,0.8
8617,Progress in Transplantation,0.8
8618,QUARTERLY OF APPLIED MATHEMATICS,0.8
8619,QUIMICA NOVA,0.8
8620,Radiophysics and Quantum Electronics,0.8
8621,Range Management and Agroforestry,0.8
8622,REPORTS ON MATHEMATICAL PHYSICS,0.8
8623,REVISTA BRASILEIRA DE ENTOMOLOGIA,0.8
8624,Revista Ciencia Agronomica,0.8
8625,REVISTA DE METALURGIA,0.8
8626,Revista de Nutricao-Brazilian Journal of Nutrition,0.8
8627,Revista Internacional de Andrologia,0.8
8628,Revista Matematica Complutense,0.8
8629,REVISTA MEXICANA DE CIENCIAS GEOLOGICAS,0.8
8630,REVUE SUISSE DE ZOOLOGIE,0.8
8631,ROCKY MOUNTAIN JOURNAL OF MATHEMATICS,0.8
8632,RUSSIAN JOURNAL OF NEMATOLOGY,0.8
8633,Russian Journal of Non-Ferrous Metals,0.8
8634,RUSSIAN JOURNAL OF ORGANIC CHEMISTRY,0.8
8635,Russian Journal of Pacific Geology,0.8
8636,Sains Malaysiana,0.8
8637,SBORNIK MATHEMATICS,0.8
8638,SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE,0.8
8639,Sequential Analysis-Design Methods and Applications,0.8
8640,SIAM JOURNAL ON DISCRETE MATHEMATICS,0.8
8641,SOCIETY & ANIMALS,0.8
8642,Soil Mechanics and Foundation Engineering,0.8
8643,SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,0.8
8644,Southern Forests-A Journal of Forest Science,0.8
8645,St Petersburg Mathematical Journal,0.8
8646,STATISTICS & PROBABILITY LETTERS,0.8
8647,Statistics and Its Interface,0.8
8648,STUDIA MATHEMATICA,0.8
8649,STUDIES IN CONSERVATION,0.8
8650,TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,0.8
8651,THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING,0.8
8652,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,0.8
8653,TROPICAL BIOMEDICINE,0.8
8654,Turkish Journal of Field Crops,0.8
8655,Turkish Neurosurgery,0.8
8656,TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,0.8
8657,Unfallchirurgie,0.8
8658,World Rabbit Science,0.8
8659,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES,0.8
8660,AATCC Journal of Research,0.7
8661,ACTA ARITHMETICA,0.7
8662,ACTA CARSOLOGICA,0.7
8663,ACTA MATHEMATICA SINICA-ENGLISH SERIES,0.7
8664,ACTA ORNITHOLOGICA,0.7
8665,Acta Ortopedica Brasileira,0.7
8666,Acta Paulista de Enfermagem,0.7
8667,ACTA PHYSICA POLONICA A,0.7
8668,Acta Scientiarum Polonorum-Hortorum Cultus,0.7
8669,ALEA-Latin American Journal of Probability and Mathematical Statistics,0.7
8670,Algebraic and Geometric Topology,0.7
8671,Alpha Psychiatry,0.7
8672,Analysis Mathematica,0.7
8673,ANASTHESIOLOGIE & INTENSIVMEDIZIN,0.7
8674,Ankara Universitesi Veteriner Fakultesi Dergisi,0.7
8675,ANNALES BOTANICI FENNICI,0.7
8676,ANNALES DE L INSTITUT FOURIER,0.7
8677,ANNALES ZOOLOGICI FENNICI,0.7
8678,ANNALS OF GLOBAL ANALYSIS AND GEOMETRY,0.7
8679,ANTHROPOLOGICAL SCIENCE,0.7
8680,APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,0.7
8681,Applications of Mathematics,0.7
8682,APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,0.7
8683,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,0.7
8684,Applied Geophysics,0.7
8685,ARKIV FOR MATEMATIK,0.7
8686,AUTOMATION AND REMOTE CONTROL,0.7
8687,Baltica,0.7
8688,Bautechnik,0.7
8689,BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,0.7
8690,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,0.7
8691,BIRD STUDY,0.7
8692,BLUMEA,0.7
8693,Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas,0.7
8694,BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE,0.7
8695,BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY,0.7
8696,BULLETIN OF THE BRAZILIAN MATHEMATICAL SOCIETY,0.7
8697,BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND,0.7
8698,Bulletin of the Iranian Mathematical Society,0.7
8699,CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES,0.7
8700,Cardiovascular Journal of Africa,0.7
8701,Cement Wapno Beton,0.7
8702,CHELONIAN CONSERVATION AND BIOLOGY,0.7
8703,CHINESE JOURNAL OF INORGANIC CHEMISTRY,0.7
8704,CIENCIAS MARINAS,0.7
8705,CLINICAL DYSMORPHOLOGY,0.7
8706,Clinical Laboratory,0.7
8707,COLEOPTERISTS BULLETIN,0.7
8708,COMMUNICATIONS IN ALGEBRA,0.7
8709,COMMUNICATIONS IN ANALYSIS AND GEOMETRY,0.7
8710,COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL A,0.7
8711,COMPUTATIONAL MATHEMATICS AND MATHEMATICAL PHYSICS,0.7
8712,COMPUTING AND INFORMATICS,0.7
8713,CRYSTALLOGRAPHY REPORTS,0.7
8714,CURRENT HERPETOLOGY,0.7
8715,CYBIUM,0.7
8716,Diabetologie und Stoffwechsel,0.7
8717,DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,0.7
8718,Discussiones Mathematicae Graph Theory,0.7
8719,ELECTRONIC JOURNAL OF COMBINATORICS,0.7
8720,Electronic Journal of Differential Equations,0.7
8721,Electronic Journal of Linear Algebra,0.7
8722,ESTUDIOS GEOLOGICOS-MADRID,0.7
8723,European Journal of Inflammation,0.7
8724,EUROPEAN JOURNAL OF PHYSICS,0.7
8725,EXPOSITIONES MATHEMATICAE,0.7
8726,FOLIA BIOLOGICA-KRAKOW,0.7
8727,Forest Systems,0.7
8728,FORKTAIL,0.7
8729,GEOLOGY OF ORE DEPOSITS,0.7
8730,Georgian Mathematical Journal,0.7
8731,GLASS PHYSICS AND CHEMISTRY,0.7
8732,GRAPHS AND COMBINATORICS,0.7
8733,Grundwasser,0.7
8734,HERZOGIA,0.7
8735,HIGH ENERGY CHEMISTRY,0.7
8736,Horticultura Brasileira,0.7
8737,IEEE ANNALS OF THE HISTORY OF COMPUTING,0.7
8738,IEICE TRANSACTIONS ON COMMUNICATIONS,0.7
8739,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,0.7
8740,INDIAN JOURNAL OF PURE & APPLIED MATHEMATICS,0.7
8741,INDIAN JOURNAL OF PURE & APPLIED PHYSICS,0.7
8742,INTEGRATED FERROELECTRICS,0.7
8743,International Journal of Ad Hoc and Ubiquitous Computing,0.7
8744,INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,0.7
8745,INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,0.7
8746,International Journal of Number Theory,0.7
8747,ISJ-Invertebrate Survival Journal,0.7
8748,ISOKINETICS AND EXERCISE SCIENCE,0.7
8749,IZVESTIYA ATMOSPHERIC AND OCEANIC PHYSICS,0.7
8750,Journal AWWA,0.7
8751,Journal of Animal and Plant Sciences-JAPS,0.7
8752,Journal of Applied Spectroscopy,0.7
8753,JOURNAL OF COMBINATORIAL DESIGNS,0.7
8754,Journal of Computational and Theoretical Transport,0.7
8755,Journal of Fish and Wildlife Management,0.7
8756,Journal of Friction and Wear,0.7
8757,Journal of Hyperbolic Differential Equations,0.7
8758,Journal of Ichthyology,0.7
8759,JOURNAL OF INFRARED AND MILLIMETER WAVES,0.7
8760,JOURNAL OF LOGIC AND COMPUTATION,0.7
8761,JOURNAL OF MEDICAL PRIMATOLOGY,0.7
8762,Journal of Mens Health,0.7
8763,Journal of Mineralogical and Petrological Sciences,0.7
8764,JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS,0.7
8765,JOURNAL OF NUMBER THEORY,0.7
8766,JOURNAL OF SWINE HEALTH AND PRODUCTION,0.7
8767,JOURNAL OF SYMBOLIC COMPUTATION,0.7
8768,Journal of Symplectic Geometry,0.7
8769,JOURNAL OF THE AMERICAN PODIATRIC MEDICAL ASSOCIATION,0.7
8770,JOURNAL OF THE AUSTRALIAN MATHEMATICAL SOCIETY,0.7
8771,JOURNAL OF THE CHEMICAL SOCIETY OF PAKISTAN,0.7
8772,JOURNAL OF THE MATHEMATICAL SOCIETY OF JAPAN,0.7
8773,Journal of Theoretical and Applied Mechanics,0.7
8774,Journal of Volcanology and Seismology,0.7
8775,JOURNAL OF ZOO AND WILDLIFE MEDICINE,0.7
8776,Kafkas Universitesi Veteriner Fakultesi Dergisi,0.7
8777,KOVOVE MATERIALY-METALLIC MATERIALS,0.7
8778,LAW PROBABILITY & RISK,0.7
8779,M S-MEDECINE SCIENCES,0.7
8780,Maejo International Journal of Science and Technology,0.7
8781,Magnetohydrodynamics,0.7
8782,Materials Express,0.7
8783,Mechanics of Solids,0.7
8784,Mechanika,0.7
8785,METRIKA,0.7
8786,MILITARY OPERATIONS RESEARCH,0.7
8787,MOLECULAR CRYSTALS AND LIQUID CRYSTALS,0.7
8788,Nauplius,0.7
8789,Nephrologie & Therapeutique,0.7
8790,NEUROENDOCRINOLOGY LETTERS,0.7
8791,Noise & Health,0.7
8792,North-Western Journal of Zoology,0.7
8793,NOTA LEPIDOPTEROLOGICA,0.7
8794,Notre Dame Journal of Formal Logic,0.7
8795,NUKLEONIKA,0.7
8796,Open Astronomy,0.7
8797,Operative Orthopadie und Traumatologie,0.7
8798,Orthopaedic Nursing,0.7
8799,PACIFIC SCIENCE,0.7
8800,PEDIATRIC NEUROSURGERY,0.7
8801,Periodico di Mineralogia,0.7
8802,Pharmacognosy Magazine,0.7
8803,Plastic Surgery,0.7
8804,PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,0.7
8805,PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY,0.7
8806,PROGRAMMING AND COMPUTER SOFTWARE,0.7
8807,PROGRESS IN COMPUTATIONAL FLUID DYNAMICS,0.7
8808,PROGRESS IN REACTION KINETICS AND MECHANISM,0.7
8809,Psychiatry and Clinical Psychopharmacology,0.7
8810,Pure and Applied Mathematics Quarterly,0.7
8811,Quaestiones Mathematicae,0.7
8812,QUARTERLY JOURNAL OF MATHEMATICS,0.7
8813,Radiologie,0.7
8814,RAMANUJAN JOURNAL,0.7
8815,RARE METAL MATERIALS AND ENGINEERING,0.7
8816,REVISTA BRASILEIRA DE PALEONTOLOGIA,0.7
8817,Revista Mexicana de Ciencias Pecuarias,0.7
8818,Revista Romana de Materiale-Romanian Journal of Materials,0.7
8819,Revue Roumaine des Sciences Techniques-Serie Electrotechnique et Energetique,0.7
8820,Romanian Agricultural Research,0.7
8821,Russian Journal of Developmental Biology,0.7
8822,RUSSIAN JOURNAL OF HERPETOLOGY,0.7
8823,Russian Journal of Physical Chemistry A,0.7
8824,Russian Meteorology and Hydrology,0.7
8825,SCHWEIZER ARCHIV FUR TIERHEILKUNDE,0.7
8826,SCOTTISH JOURNAL OF GEOLOGY,0.7
8827,SEMICONDUCTORS,0.7
8828,SEMIGROUP FORUM,0.7
8829,SOCIAL HISTORY OF MEDICINE,0.7
8830,Solid Fuel Chemistry,0.7
8831,SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT-JAPAN,0.7
8832,SPECTROSCOPY AND SPECTRAL ANALYSIS,0.7
8833,SPORTVERLETZUNG-SPORTSCHADEN,0.7
8834,STOCHASTIC MODELS,0.7
8835,STRENGTH OF MATERIALS,0.7
8836,Studia Logica,0.7
8837,STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,0.7
8838,TECHNICAL PHYSICS,0.7
8839,TECHNOLOGY AND CULTURE,0.7
8840,TELOPEA,0.7
8841,THALASSAS,0.7
8842,Topological Methods in Nonlinear Analysis,0.7
8843,TRANSFORMATION GROUPS,0.7
8844,TRAVAIL HUMAIN,0.7
8845,Tropical Grasslands-Forrajes Tropicales,0.7
8846,Turkish Journal of Biochemistry-Turk Biyokimya Dergisi,0.7
8847,TURKISH JOURNAL OF PEDIATRICS,0.7
8848,VETERINARNI MEDICINA,0.7
8849,ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE,0.7
8850,ZENTRALBLATT FUR CHIRURGIE,0.7
8851,ZOOLOGY IN THE MIDDLE EAST,0.7
8852,ACTA BIOLOGICA COLOMBIANA,0.6
8853,Acta Clinica Croatica,0.6
8854,Acta Dermatovenerologica Croatica,0.6
8855,ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,0.6
8856,Acta Geotechnica Slovenica,0.6
8857,ACTA INFORMATICA,0.6
8858,ACTA VETERINARIA BRNO,0.6
8859,ACTA VETERINARIA-BEOGRAD,0.6
8860,AGRICULTURAL HISTORY,0.6
8861,ALGEBRA UNIVERSALIS,0.6
8862,ALGEBRAS AND REPRESENTATION THEORY,0.6
8863,AMERICAN MIDLAND NATURALIST,0.6
8864,Anadolu Psikiyatri Dergisi-Anatolian Journal of Psychiatry,0.6
8865,Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,0.6
8866,ANNALES MEDICO-PSYCHOLOGIQUES,0.6
8867,APPLIED CATEGORICAL STRUCTURES,0.6
8868,ARCHIV DER MATHEMATIK,0.6
8869,ARCHIVES OF METALLURGY AND MATERIALS,0.6
8870,Artery Research,0.6
8871,ARTHROPODA SELECTA,0.6
8872,Asian Biomedicine,0.6
8873,Asian Journal of Mathematics,0.6
8874,Avian Biology Research,0.6
8875,Balkan Journal of Medical Genetics,0.6
8876,Bauingenieur,0.6
8877,Berichte zur Wissenschaftsgeschichte,0.6
8878,BOIS ET FORETS DES TROPIQUES,0.6
8879,Boletin de la Sociedad Argentina de Botanica,0.6
8880,BOSQUE,0.6
8881,BOTHALIA,0.6
8882,Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie,0.6
8883,BULLETIN OF SYMBOLIC LOGIC,0.6
8884,CAHIERS DE BIOLOGIE MARINE,0.6
8885,CALDASIA,0.6
8886,CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,0.6
8887,CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,0.6
8888,CANDOLLEA,0.6
8889,Chemical and Process Engineering-Inzynieria Chemiczna I Procesowa,0.6
8890,CHEMICKE LISTY,0.6
8891,Chemija,0.6
8892,CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS,0.6
8893,Clinics in Podiatric Medicine and Surgery,0.6
8894,COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,0.6
8895,CONCEPTS IN MAGNETIC RESONANCE PART A,0.6
8896,Condensed Matter Physics,0.6
8897,COSMIC RESEARCH,0.6
8898,CRUSTACEANA,0.6
8899,CRYPTOLOGIA,0.6
8900,Current Optics and Photonics,0.6
8901,Current Pharmaceutical Analysis,0.6
8902,DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,0.6
8903,DIFFERENTIAL EQUATIONS,0.6
8904,DISSOLUTION TECHNOLOGIES,0.6
8905,DOKLADY MATHEMATICS,0.6
8906,ENDEAVOUR,0.6
8907,Environment Protection Engineering,0.6
8908,Ethik in der Medizin,0.6
8909,Ethiopian Journal of Health Development,0.6
8910,European Poultry Science,0.6
8911,European Surgery-Acta Chirurgica Austriaca,0.6
8912,FISH PATHOLOGY,0.6
8913,FOLIA BIOLOGICA,0.6
8914,FOOD SCIENCE AND TECHNOLOGY RESEARCH,0.6
8915,FORESTRY CHRONICLE,0.6
8916,FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,0.6
8917,FUNDAMENTA MATHEMATICAE,0.6
8918,GEOMAGNETISM AND AERONOMY,0.6
8919,Geomorphologie-Relief Processus Environnement,0.6
8920,Geriatrie et Psychologie Neuropsychiatrie de Vieillissement,0.6
8921,GLASS AND CERAMICS,0.6
8922,Groups Geometry and Dynamics,0.6
8923,Handchirurgie Mikrochirurgie Plastische Chirurgie,0.6
8924,HEART SURGERY FORUM,0.6
8925,Hepatitis Monthly,0.6
8926,Herpetological Conservation and Biology,0.6
8927,HETEROCYCLES,0.6
8928,Hippokratia,0.6
8929,Hong Kong Journal of Emergency Medicine,0.6
8930,Hydrologie und Wasserbewirtschaftung,0.6
8931,IEEE Pulse,0.6
8932,INDAGATIONES MATHEMATICAE-NEW SERIES,0.6
8933,INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,0.6
8934,INDIAN JOURNAL OF FIBRE & TEXTILE RESEARCH,0.6
8935,Informes de la Construccion,0.6
8936,Innere Medizin,0.6
8937,Inra Productions Animales,0.6
8938,INSTRUMENTS AND EXPERIMENTAL TECHNIQUES,0.6
8939,INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,0.6
8940,INTERNATIONAL JOURNAL OF GAME THEORY,0.6
8941,International Journal of Heavy Vehicle Systems,0.6
8942,INTERNATIONAL JOURNAL OF MATHEMATICS,0.6
8943,International Journal of Oil Gas and Coal Technology,0.6
8944,International Journal of Pharmacology,0.6
8945,International Journal of Radiation Research,0.6
8946,ISIS,0.6
8947,ISRAELI JOURNAL OF AQUACULTURE-BAMIDGEH,0.6
8948,JOURNAL OF APICULTURAL SCIENCE,0.6
8949,Journal of Applied Mechanics and Technical Physics,0.6
8950,Journal of Commutative Algebra,0.6
8951,JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,0.6
8952,Journal of Contemporary Physics-Armenian Academy of Sciences,0.6
8953,JOURNAL OF CONVEX ANALYSIS,0.6
8954,JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY,0.6
8955,Journal of Fiber Science and Technology,0.6
8956,Journal of Hematopathology,0.6
8957,Journal of Nanoelectronics and Optoelectronics,0.6
8958,JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH,0.6
8959,JOURNAL OF SYMBOLIC LOGIC,0.6
8960,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,0.6
8961,JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,0.6
8962,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,0.6
8963,Journal of the Korean Statistical Society,0.6
8964,JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA,0.6
8965,Journal of Water Chemistry and Technology,0.6
8966,Jundishapur Journal of Microbiology,0.6
8967,Kodai Mathematical Journal,0.6
8968,Kyoto Journal of Mathematics,0.6
8969,Large Animal Review,0.6
8970,LEPROSY REVIEW,0.6
8971,Light & Engineering,0.6
8972,Lithuanian Journal of Physics,0.6
8973,Logical Methods in Computer Science,0.6
8974,Malaysian Journal of Computer Science,0.6
8975,MALIMBUS,0.6
8976,MANUSCRIPTA MATHEMATICA,0.6
8977,MARINE ORNITHOLOGY,0.6
8978,MATERIALS EVALUATION,0.6
8979,MATHEMATICAL NOTES,0.6
8980,MATHEMATICAL SOCIAL SCIENCES,0.6
8981,Mausam,0.6
8982,MAYDICA,0.6
8983,MEDICINA DELLO SPORT,0.6
8984,METAL SCIENCE AND HEAT TREATMENT,0.6
8985,MITTEILUNGEN KLOSTERNEUBURG,0.6
8986,New York Journal of Mathematics,0.6
8987,NUCLEAR ENGINEERING INTERNATIONAL,0.6
8988,Nutrition Clinique et Metabolisme,0.6
8989,ODONATOLOGICA,0.6
8990,OPTICA APPLICATA,0.6
8991,OPTICS AND SPECTROSCOPY,0.6
8992,ORNITHOLOGICAL SCIENCE,0.6
8993,ORVOSI HETILAP,0.6
8994,PACHYDERM,0.6
8995,PACIFIC JOURNAL OF MATHEMATICS,0.6
8996,PAKISTAN JOURNAL OF ZOOLOGY,0.6
8997,PALEONTOLOGICAL JOURNAL,0.6
8998,PESQUISA VETERINARIA BRASILEIRA,0.6
8999,Physics and Chemistry of Glasses-European Journal of Glass Science and Technology Part B,0.6
9000,PHYSICS OF THE SOLID STATE,0.6
9001,PHYSICS WORLD,0.6
9002,Plankton & Benthos Research,0.6
9003,Praktische Metallographie-Practical Metallography,0.6
9004,PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,0.6
9005,PUBLICATIONES MATHEMATICAE DEBRECEN,0.6
9006,RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,0.6
9007,Representation Theory,0.6
9008,Research and Theory for Nursing Practice,0.6
9009,Review of Symbolic Logic,0.6
9010,Revista Chapingo Serie Ciencias Forestales y del Ambiente,0.6
9011,REVISTA DE BIOLOGIA TROPICAL,0.6
9012,Revista Internacional de Contaminacion Ambiental,0.6
9013,REVISTA MEDICA DE CHILE,0.6
9014,REVUE DES MALADIES RESPIRATOIRES,0.6
9015,REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES,0.6
9016,RUSSIAN JOURNAL OF GENETICS,0.6
9017,Russian Journal of Marine Biology,0.6
9018,RUSSIAN JOURNAL OF NUMERICAL ANALYSIS AND MATHEMATICAL MODELLING,0.6
9019,RUSSIAN JOURNAL OF THERIOLOGY,0.6
9020,Russian Physics Journal,0.6
9021,Soldagem & Inspecao,0.6
9022,SOUTHEASTERN NATURALIST,0.6
9023,Sylwan,0.6
9024,TAPPI JOURNAL,0.6
9025,TECHNICAL PHYSICS LETTERS,0.6
9026,Tekstil ve Konfeksiyon,0.6
9027,Theology and Science,0.6
9028,THEORY OF PROBABILITY AND ITS APPLICATIONS,0.6
9029,TIERAERZTLICHE PRAXIS AUSGABE KLEINTIERE HEIMTIERE,0.6
9030,Tokyo Journal of Mathematics,0.6
9031,TOPOLOGY AND ITS APPLICATIONS,0.6
9032,TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY,0.6
9033,TROPICAL DOCTOR,0.6
9034,TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH,0.6
9035,Turk Gogus Kalp Damar Cerrahisi Dergisi-Turkish Journal of Thoracic and Cardiovascular Surgery,0.6
9036,TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES,0.6
9037,UHOD-Uluslararasi Hematoloji-Onkoloji Dergisi,0.6
9038,Urologie,0.6
9039,VERHALTENSTHERAPIE,0.6
9040,WESTERN NORTH AMERICAN NATURALIST,0.6
9041,ACM Transactions on Computational Logic,0.5
9042,ACTA MEDICA OKAYAMA,0.5
9043,ACTA PHYSICA POLONICA B,0.5
9044,Acta Phytotaxonomica et Geobotanica,0.5
9045,ACTA PROTOZOOLOGICA,0.5
9046,ACTA ZOOLOGICA BULGARICA,0.5
9047,ADVANCED MATERIALS & PROCESSES,0.5
9048,ADVANCES IN GEOMETRY,0.5
9049,Algebra and Logic,0.5
9050,ALLERGOLOGIE,0.5
9051,Ambix,0.5
9052,AMERICAN BIOLOGY TEACHER,0.5
9053,AMERICAN MALACOLOGICAL BULLETIN,0.5
9054,AMERICAN MATHEMATICAL MONTHLY,0.5
9055,ANALES DEL JARDIN BOTANICO DE MADRID,0.5
9056,ANNALES DE BIOLOGIE CLINIQUE,0.5
9057,ANNALES DE PATHOLOGIE,0.5
9058,Annales Polonici Mathematici,0.5
9059,Annals of Combinatorics,0.5
9060,ARCHIVE FOR HISTORY OF EXACT SCIENCES,0.5
9061,ARCHIVOS ESPANOLES DE UROLOGIA,0.5
9062,ASTROPHYSICS,0.5
9063,ATOMIC ENERGY,0.5
9064,BIOLOGY BULLETIN,0.5
9065,Bioscience Journal,0.5
9066,BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,0.5
9067,Bulletin of the Korean Mathematical Society,0.5
9068,California Fish and Wildlife Journal,0.5
9069,CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE,0.5
9070,CHINESE ANNALS OF MATHEMATICS SERIES B,0.5
9071,Cirugia y Cirujanos,0.5
9072,Comparative Parasitology,0.5
