,Preferred Label,Semantic Types Label,Class ID,Semantic Types,Synonyms,Parents,CUI,AQL,TERMUI
514535,Cortical Spreading Depression,Clinical Attribute,http://purl.bioontology.org/ontology/MESH/D013181,T201,"Spreading Cortical Depression|Cortical Depressions, Spreading|Depression, Cortical Spreading|Spreading Depression, Cortical|Spreading Depression of Leao|Spreading Cortical Depressions|Depressions, Spreading Cortical|Spreading Depressions, Cortical|Cortical Depression, Spreading|Depressions, Cortical Spreading|Leao Spreading Depression|Cortical Spreading Depressions|Depression, Spreading Cortical",http://purl.bioontology.org/ontology/MESH/D005071,C0038050,DE GE IM PH RE,T725767|T038724|T038723|T665442
492546,"Cataract, Congenital, with Mental Impairment and Dentate Gyrus Atrophy",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564353,T047,,,C1843257,,T829524
8,Mental Status and Dementia Tests,Intellectual Product,http://purl.bioontology.org/ontology/MESH/D000073216,T170,"MicroCog|Dementia Rating Scale|Mini Mental Status Examination|Clinical Dementia Rating|Mental Status Tests|Mini Mental State Examination|Clinical Dementia Rating Scale|General Practitioner Assessment of Cognition|GPCOG|Neurocognitive Tests|Unified Parkinson's Disease Rating Scale|Mini-Cog|Folstein Mini-Mental State Examination|COGNISTAT|Neurocognitive Test|Neurobehavioral Cognitive Status Examination|UPDRS Panel|Montreal Cognitive Assessment|Mental Status and Dementia Test|Mental Status Test|MMSE, Mini Mental State Examination|Cognitive Assessment Screening Instrument",http://purl.bioontology.org/ontology/MESH/D009483,C4505056|C0475497|C0451306|C4505054|C3639721|C4068262|C0451074|C4505055|C3496286|C3496553|C0872227,HI SN ST,T000906305|T000906352|T000907417|T000906294|T000906302|T000906303|T000906439|T000906374|T000906353|T000906438|T000906295|T000906373|T000906310|T000906307|T000906354|T001081556|T000906431|T000907420|T001081555|T000906298|T000906299|T000906306
490244,Dementia-Parkinsonism With Non-Alzheimer Amyloid Plaques,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C565115,T047,,,C1852223,,T000889332
492233,Ataxia with Myoclonic Epilepsy and Presenile Dementia,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C565933,T047,,,C1859646,,T831956
492503,"Dementia, Vascular",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D015140,T047,"Vascular Dementias|Binswanger Encephalopathy|Acute Onset Vascular Dementia|Subcortical Arteriosclerotic Encephalopathy|Disease, Binswanger|Dementias, Subcortical Vascular|Encephalopathies, Subcortical Arteriosclerotic|Disease, Binswanger's|Arteriosclerotic Encephalopathies, Subcortical|Subcortical Leukoencephalopathies|Leukoencephalopathies, Subcortical|Binswangers Disease|Dementias, Vascular|Subcortical Encephalopathy, Chronic Progressive|Subcortical Vascular Dementia|Subcortical Vascular Dementias|Dementia, Subcortical Vascular|Binswanger's Disease|Binswanger Disease|Encephalopathy, Binswanger's|Subcortical Leukoencephalopathy|Leukoencephalopathy, Subcortical|Subcortical Arteriosclerotic Encephalopathies|Vascular Dementia|Encephalopathy, Subcortical, Chronic Progressive|Encephalopathy, Binswangers|Dementias, Arteriosclerotic|Dementia, Arteriosclerotic|Vascular Dementia, Subcortical|Arteriosclerotic Encephalopathy, Subcortical|Encephalopathy, Subcortical Arteriosclerotic|Arteriosclerotic Dementia|Arteriosclerotic Dementias|Binswanger's Encephalopathy|Vascular Dementias, Subcortical|Chronic Progressive Subcortical Encephalopathy|Encephalopathy, Chronic Progressive Subcortical|Vascular Dementia, Acute Onset|Encephalopathy, Binswanger",http://purl.bioontology.org/ontology/MESH/D056784|http://purl.bioontology.org/ontology/MESH/D002537|http://purl.bioontology.org/ontology/MESH/D003704|http://purl.bioontology.org/ontology/MESH/D002561,C0600359|C0011269|C0393560|C0393561|C0270786,BL CF CI CL CO DG DH DI DT EC EH EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH SU TH UR VI,T367243|T367239|T367241|T367267|T044235|T367244|T373005|T367257|T044234|T367246|T367259|T367266|T367258|T367240|T367256|T367242|T367245|T044236|T367268|T753451
492625,Motor Neuron Disease with Dementia and Ophthalmoplegia,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C563954,T047,,,C1838253,,T828208
493876,Frontotemporal Dementia With Motor Neuron Disease,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C566288,T047,ALSFTD|Frontotemporal Dementia-Amyotrophic Lateral Sclerosis|FTDMND|Amyotrophic Lateral Sclerosis And-Or Frontotemporal Dementia|FTDALS,,C3888102,,T823794|T823793|T808214|T000889487|T808213|T823795
493940,"Dementia, familial Danish",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C538209,T047,"Familial Danish dementia|Heredopathia ophthalmootoencephalica|Cerebral Amyloid Angiopathy, Itm2b-Related, 2",,C1861735,,T745069|T807993|T745071|T745073
494688,Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C563476,T047,"Lower Motor Neuron Degeneration With Paget-Like Bone Disease|Pagetoid Neuroskeletal Syndrome|Inclusion Body Myopathy with Early-Onset Paget Disease of Bone and-or Frontotemporal Dementia|IBMPFD|Muscular Dystrophy, Limb-Girdle, With Paget Disease Of Bone|Inclusion Body Myopathy with Paget Disease of Bone and-or Frontotemporal Dementia|Pagetoid Amyotrophic Lateral Sclerosis",,C1833662,,T803001|T803003|T823385|T802998|T845798|T803000|T803002|T845797
495910,AIDS Dementia Complex,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D015526,T047,"AIDS Encephalopathy|HIV-1 Cognitive and Motor Complex|Encephalopathy, HIV|Acquired-Immune Deficiency Syndrome Dementia Complex|Dementia Complex, Acquired Immune Deficiency Syndrome|Dementia Complex, AIDS Related|Complex, AIDS Dementia|HIV Dementia|HIV-1-Associated Cognitive Motor Complex|Complex, AIDS-Related Dementia|AIDS Related Dementia Complex|Dementias, HIV|AIDS Encephalopathies|Encephalopathies, AIDS|HIV Dementias|HIV Encephalopathy|Dementia, HIV|HIV 1 Associated Cognitive Motor Complex|HIV Associated Cognitive Motor Complex|HIV 1 Cognitive and Motor Complex|AIDS-Related Dementia Complex|Dementia Complex, AIDS|Dementia Complex, AIDS-Related|HIV-Associated Cognitive Motor Complex|Encephalopathies, HIV|HIV Encephalopathies|Encephalopathy, AIDS",http://purl.bioontology.org/ontology/MESH/D015658|http://purl.bioontology.org/ontology/MESH/D003704,C0001849|C0206019|C0936243,BL CF CI CL CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH TM UR VE VI,T365962|T046030|T046026|T365959|T365963|T373374|T046028|T046031|T365958|T046029|T046027|T365961|T365960
495961,Frontotemporal Dementia,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D057180,T047,"Hereditary Dysphasic Disinhibition Dementia|Frontotemporal Lobar Degeneration With Ubiquitin-Positive Inclusions|Pick's Disease, Familial|DDPAC|Disease, Wilhelmsen-Lynch|Semantic Dementia|Semantic Dementias|Frontotemporal Dementias, Ubiquitin-Positive|Dementias, Frontotemporal Lobe (FLDEM)|FTD-PGRN|Dementias, Frontotemporal Lobe|Complex, Disinhibition-Dementia-Parkinsonism-Amyotrophy|Dementias, Frontotemporal|Disinhibition-Dementia-Parkinsonism-Amytrophy Complex|Frontotemporal Lobe Dementia|Dementias, Ubiquitin-Positive Frontotemporal|GRN-Related Frontotemporal Dementias|Frontotemporal Lobe Dementias (FLDEM)|Complex, Disinhibition-Dementia-Parkinsonism-Amytrophy|Dementias, Semantic|FTLD with TDP 43 Pathology|Wilhelmsen Lynch Disease|Frontotemporal Dementias, GRN-Related|Dementia, Frontotemporal, with Parkinsonism|Disinhibition Dementia Parkinsonism Amyotrophy Complex|Diseases, Wilhelmsen-Lynch|Frontotemporal Dementia with Parkinsonism 17|Frontotemporal Dementia, Ubiquitin-Positive|Frontotemporal Lobe Dementia (FLDEM)|Diseases, Familial Pick's|FTLD with TDP-43 Pathology|Wilhelmsen-Lynch Disease|Familial Picks Disease|Lobe Dementias, Frontotemporal|Frontotemporal Dementia with Parkinsonism|Disinhibition-Dementia-Parkinsonism-Amyotrophy Complices|Disease, Familial Pick's|FTLD-17 GRN|Complices, Disinhibition-Dementia-Parkinsonism-Amyotrophy|HDDD2|FTLD-TDP|Dementia, Semantic|Frontotemporal Dementia with Parkinsonism-17|Ubiquitin-Positive Frontotemporal Dementia|Frontotemporal Dementias|FTD-GRN|Dementias, GRN-Related Frontotemporal|HDDD1|Dementia, Frontotemporal|Disinhibition Dementia Parkinsonism Amytrophy Complex|Familial Pick's Disease|Wilhelmsen-Lynch Diseases|GRN-Related Frontotemporal Dementia|Frontotemporal Lobe Dementias|Familial Pick Disease|Dementia, Ubiquitin-Positive Frontotemporal|Multiple System Tauopathy with Presenile Dementia|Frontotemporal Dementia, Ubiquitin Positive|Disinhibition-Dementia-Parkinsonism-Amyotrophy Complex|Dementia, Hereditary Dysphasic Disinhibition|Dementia, Frontotemporal Lobe|GRN Related Frontotemporal Dementia|Lobe Dementia, Frontotemporal|Complices, Disinhibition-Dementia-Parkinsonism-Amytrophy|Pick's Diseases, Familial|Frontotemporal Lobar Degeneration With Ubiquitin Positive Inclusions|Dementia, GRN-Related Frontotemporal|FTDP-17|Familial Pick's Diseases|Frontotemporal Dementia, GRN-Related|Dementia, Frontotemporal Lobe (FLDEM)|Ubiquitin-Positive Frontotemporal Dementias|Disinhibition-Dementia-Parkinsonism-Amytrophy Complices",http://purl.bioontology.org/ontology/MESH/D057174,C0338462|C0338451,BL CF CI CL CO DG DH DI DT EC EH EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH SU TH UR VI,T812309|T843512|T749902|T843465|T749906|T843508|T843510|T841455|T812307|T841555|T749899|T749901|T749903|T812308|T812698|T843042|T843043|T367225|T749907|T843511|T841457|T841458|T843466|T749900|T812640|T843509|T843467
496144,"Spastic Paraplegia, Optic Atrophy, And Dementia",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C566679,T047,,,C1866849,,T808961
496987,Chromosome 3-Linked Frontotemporal Dementia,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C579991,T047,"Dtm1|Ftd3|Ftd-Chmp2b|Amyotrophic Lateral Sclerosis, Chmp2B-Related|Ftd-3|Chmp2b-Related Frontotemporal Dementia|Dementia, Familial Nonspecific|Frontotemporal Dementia, Chromosome 3-Linked",,C1833296,,T841111|T841112|T802916|T828018|T841113|T841115|T841114|T841110|T802919
497746,"Dementia, Multi-Infarct",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D015161,T047,"Multi-Infarcts, Dementia|Dementia, Lacunar|Multiinfarct Dementias|Dementias, Lacunar|Multi Infarct Dementia|Dementia, Multiinfarct|Multi-Infarct, Dementia|Dementia Multi Infarct|Dementia, Multi Infarct|Lacunar Dementia|Multiinfarct Dementia|Dementia Multi-Infarct|Dementias, Multi-Infarct|Multi-Infarct Dementia|Dementia Multi-Infarcts|Lacunar Dementias|Dementias, Multiinfarct|Multi-Infarct Dementias",http://purl.bioontology.org/ontology/MESH/D002544|http://purl.bioontology.org/ontology/MESH/D015140,C0022958|C0011263,BL CF CI CL CO DG DH DI DT EC EH EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH SU TH UR VI,T044295|T044298|T750932|T843576|T044296|T044297
498194,"Amyotrophic Lateral Sclerosis, Juvenile, with Dementia",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C565956,T047,ALS-Dementia Complex,,C1859806,,T827185|T827184
499789,Dementia,Mental or Behavioral Dysfunction,http://purl.bioontology.org/ontology/MESH/D003704,T048,"Amentias|Familial Dementia|Dementias, Senile Paranoid|Senile Paranoid Dementia|Amentia|Dementias, Familial|Dementia, Familial|Paranoid Dementias, Senile|Senile Paranoid Dementias|Dementias|Paranoid Dementia, Senile|Familial Dementias",http://purl.bioontology.org/ontology/MESH/D001927|http://purl.bioontology.org/ontology/MESH/D019965,C0338630|C0497327|C0751071,BL CF CI CL CO DG DH DI DT EC EH EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH SU TH UR VI,T367223|T367221|T010817|T367224
499866,Presenile And Senile Dementia,Mental or Behavioral Dysfunction,http://purl.bioontology.org/ontology/MESH/C563254,T048,,,C1541844,,T802497
499959,Frontotemporal Dementia,Mental or Behavioral Dysfunction,http://purl.bioontology.org/ontology/MESH/D057180,T048,"Hereditary Dysphasic Disinhibition Dementia|Frontotemporal Lobar Degeneration With Ubiquitin-Positive Inclusions|Pick's Disease, Familial|DDPAC|Disease, Wilhelmsen-Lynch|Semantic Dementia|Semantic Dementias|Frontotemporal Dementias, Ubiquitin-Positive|Dementias, Frontotemporal Lobe (FLDEM)|FTD-PGRN|Dementias, Frontotemporal Lobe|Complex, Disinhibition-Dementia-Parkinsonism-Amyotrophy|Dementias, Frontotemporal|Disinhibition-Dementia-Parkinsonism-Amytrophy Complex|Frontotemporal Lobe Dementia|Dementias, Ubiquitin-Positive Frontotemporal|GRN-Related Frontotemporal Dementias|Frontotemporal Lobe Dementias (FLDEM)|Complex, Disinhibition-Dementia-Parkinsonism-Amytrophy|Dementias, Semantic|FTLD with TDP 43 Pathology|Wilhelmsen Lynch Disease|Frontotemporal Dementias, GRN-Related|Dementia, Frontotemporal, with Parkinsonism|Disinhibition Dementia Parkinsonism Amyotrophy Complex|Diseases, Wilhelmsen-Lynch|Frontotemporal Dementia with Parkinsonism 17|Frontotemporal Dementia, Ubiquitin-Positive|Frontotemporal Lobe Dementia (FLDEM)|Diseases, Familial Pick's|FTLD with TDP-43 Pathology|Wilhelmsen-Lynch Disease|Familial Picks Disease|Lobe Dementias, Frontotemporal|Frontotemporal Dementia with Parkinsonism|Disinhibition-Dementia-Parkinsonism-Amyotrophy Complices|Disease, Familial Pick's|FTLD-17 GRN|Complices, Disinhibition-Dementia-Parkinsonism-Amyotrophy|HDDD2|FTLD-TDP|Dementia, Semantic|Frontotemporal Dementia with Parkinsonism-17|Ubiquitin-Positive Frontotemporal Dementia|Frontotemporal Dementias|FTD-GRN|Dementias, GRN-Related Frontotemporal|HDDD1|Dementia, Frontotemporal|Disinhibition Dementia Parkinsonism Amytrophy Complex|Familial Pick's Disease|Wilhelmsen-Lynch Diseases|GRN-Related Frontotemporal Dementia|Frontotemporal Lobe Dementias|Familial Pick Disease|Dementia, Ubiquitin-Positive Frontotemporal|Multiple System Tauopathy with Presenile Dementia|Frontotemporal Dementia, Ubiquitin Positive|Disinhibition-Dementia-Parkinsonism-Amyotrophy Complex|Dementia, Hereditary Dysphasic Disinhibition|Dementia, Frontotemporal Lobe|GRN Related Frontotemporal Dementia|Lobe Dementia, Frontotemporal|Complices, Disinhibition-Dementia-Parkinsonism-Amytrophy|Pick's Diseases, Familial|Frontotemporal Lobar Degeneration With Ubiquitin Positive Inclusions|Dementia, GRN-Related Frontotemporal|FTDP-17|Familial Pick's Diseases|Frontotemporal Dementia, GRN-Related|Dementia, Frontotemporal Lobe (FLDEM)|Ubiquitin-Positive Frontotemporal Dementias|Disinhibition-Dementia-Parkinsonism-Amytrophy Complices",http://purl.bioontology.org/ontology/MESH/D057174,C0338462|C0338451,BL CF CI CL CO DG DH DI DT EC EH EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH SU TH UR VI,T812309|T843512|T749902|T843465|T749906|T843508|T843510|T841455|T812307|T841555|T749899|T749901|T749903|T812308|T812698|T843042|T843043|T367225|T749907|T843511|T841457|T841458|T843466|T749900|T812640|T843509|T843467
504759,Mental Status and Dementia Tests,Diagnostic Procedure,http://purl.bioontology.org/ontology/MESH/D000073216,T060,"MicroCog|Dementia Rating Scale|Mini Mental Status Examination|Clinical Dementia Rating|Mental Status Tests|Mini Mental State Examination|Clinical Dementia Rating Scale|General Practitioner Assessment of Cognition|GPCOG|Neurocognitive Tests|Unified Parkinson's Disease Rating Scale|Mini-Cog|Folstein Mini-Mental State Examination|COGNISTAT|Neurocognitive Test|Neurobehavioral Cognitive Status Examination|UPDRS Panel|Montreal Cognitive Assessment|Mental Status and Dementia Test|Mental Status Test|MMSE, Mini Mental State Examination|Cognitive Assessment Screening Instrument",http://purl.bioontology.org/ontology/MESH/D009483,C4505056|C0475497|C0451306|C4505054|C3639721|C4068262|C0451074|C4505055|C3496286|C3496553|C0872227,HI SN ST,T000906305|T000906352|T000907417|T000906294|T000906302|T000906303|T000906439|T000906374|T000906353|T000906438|T000906295|T000906373|T000906310|T000906307|T000906354|T001081556|T000906431|T000907420|T001081555|T000906298|T000906299|T000906306
498739,Creutzfeldt-Jakob Syndrome,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D007562,T047,"New Variant Creutzfeldt Jakob Disease|CJD (Creutzfeldt-Jakob Disease)|Creutzfeldt-Jakob Disease, New Variant|Jakob-Creutzfeldt Syndrome|Disease, Creutzfeldt Jacob|Jacob Disease, Creutzfeldt|Familial Creutzfeldt-Jakob Disease|Jakob Creutzfeldt Syndrome|Creutzfeldt-Jakob Disease, Familial|Creutzfeldt Jakob Disease, Variant|Jakob Creutzfeldt Disease|Creutzfeldt Jakob Disease, Familial|Encephalopathy, Subacute Spongiform|Encephalopathies, Subacute Spongiform|Spongiform Encephalopathies, Subacute|Creutzfeldt-Jakob Disease, Variant|Creutzfeldt-Jakob Disease|Creutzfeldt Jakob Disease|Familial Creutzfeldt Jakob Disease|Jakob-Creutzfeldt Disease|Creutzfeldt Jacob Disease|Subacute Spongiform Encephalopathies|Creutzfeldt Jakob Syndrome|CJD (Creutzfeldt Jakob Disease)|V CJD (Variant Creutzfeldt Jakob Disease)|Familial Creutzfeldt-Jakob Diseases|Spongiform Encephalopathy, Subacute|Disease, Jakob-Creutzfeldt|New Variant Creutzfeldt-Jakob Disease|Creutzfeldt Jakob Disease, New Variant|Disease, Familial Creutzfeldt-Jakob|Variant Creutzfeldt-Jakob Disease|Syndrome, Creutzfeldt-Jakob|Creutzfeldt-Jakob Diseases, Familial|Syndrome, Jakob-Creutzfeldt|Subacute Spongiform Encephalopathy|V-CJD (Variant-Creutzfeldt-Jakob Disease)|Disease, Creutzfeldt-Jakob|Variant Creutzfeldt Jakob Disease",http://purl.bioontology.org/ontology/MESH/D017096|http://purl.bioontology.org/ontology/MESH/D003704,C0376329|C0022336|C0751254,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH TM UR VE VI,T022734|T022732|T022729|T812338|T367204|T367210|T367208|T367205|T752046|T022731|T367207|T752045|T022730|T367209
514535,Cortical Spreading Depression,Clinical Attribute,http://purl.bioontology.org/ontology/MESH/D013181,T201,"Spreading Cortical Depression|Cortical Depressions, Spreading|Depression, Cortical Spreading|Spreading Depression, Cortical|Spreading Depression of Leao|Spreading Cortical Depressions|Depressions, Spreading Cortical|Spreading Depressions, Cortical|Cortical Depression, Spreading|Depressions, Cortical Spreading|Leao Spreading Depression|Cortical Spreading Depressions|Depression, Spreading Cortical",http://purl.bioontology.org/ontology/MESH/D005071,C0038050,DE GE IM PH RE,T725767|T038724|T038723|T665442
46908,Copper Sulfate,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D019327,T121,"Sulfate, Cupric|Cupric Sulfate|Blue Vitriol|Sulfate, Copper|Vitriol, Blue",http://purl.bioontology.org/ontology/MESH/D013431,C0056301,AD AE AG AI AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T057612|T057613|T057611
70610,Copper,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D003300,T121,Copper 63|Copper-63,http://purl.bioontology.org/ontology/MESH/D028561|http://purl.bioontology.org/ontology/MESH/D019216,C0009968,AD AE AG AN BL CF CH CL DF EC HI IM IP ME PD PH PK PO RE SD ST TO TU UR,T009660|T000921408
125783,Copper-Transporting ATPases,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D000073840,T116,"Copper Pump 1|Triphosphatases, Copper-Transporting Adenosine|ATPases, Cu-Transporting|Copper Transporting ATPase 2|Cu Transporting ATPases|Copper-Transporting Adenosine Triphosphatases|ATPase 1, Copper-Transporting|Copper-Transporting ATPase 2|ATPase, Pineal Night-Specific|ATPases, Copper-Transporting|Copper-Transporting ATPase|Night-Specific ATPase, Pineal|Menkes Disease Associated Protein|Adenosine Triphosphatases, Copper-Transporting|ATPase, Copper-Transporting|Copper Transporting ATPase|Copper Transporting ATPases|Cu-Transporting ATPases|Wilson Disease Cu-Binding P Type ATPase|Cu(+)-Transporting ATPases|Wilson Disease Protein|PINA Enzyme|ATP7A Protein|Pineal Night Specific ATPase|ATPase Copper Transporting alpha|ATP7B Cu Binding P Type ATPase|Menkes Disease-Associated Protein|Pineal Night-Specific ATPase|Copper Transporting Adenosine Triphosphatases|ATPase 2, Copper-Transporting|ATPase, Cu++ Transporting, beta Polypeptide (Wilson Disease)|Copper-Transporting ATPase 1|ATP7B Cu-Binding P Type ATPase|Copper Transporting ATPase 1|Wilson Disease Cu Binding P Type ATPase",http://purl.bioontology.org/ontology/MESH/D000073779|http://purl.bioontology.org/ontology/MESH/D000079922,C0296649|C4319595|C0663088|C4505125,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T000949203|T000912194|T000912631|T000949205|T000949198|T000949200|T000912190|T000949199|T000949201|T000949197|T000949196|T000949204|T000912633|T000912635|T000949207|T000949206|T000949202
