gwas_trait,mesh,similarity
BH3-interacting domain death agonist levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8774886131286621
Beta-hexosaminidase subunit beta levels,"Collagen Type I, alpha 1 Chain",0.8618165850639343
S-methylmethionine--homocysteine S-methyltransferase BHMT2 levels,Carnitine O-Acetyltransferase,0.8742003440856934
Baculoviral IAP repeat-containing protein 2 levels,X-Linked Inhibitor of Apoptosis Protein,0.8809167146682739
Baculoviral IAP repeat-containing protein 5 levels,X-Linked Inhibitor of Apoptosis Protein,0.878814697265625
Baculoviral IAP repeat-containing protein 7 levels,X-Linked Inhibitor of Apoptosis Protein,0.8779847621917725
Baculoviral IAP repeat-containing protein 7 Isoform beta levels,X-Linked Inhibitor of Apoptosis Protein,0.8966583609580994
Bile acid receptor levels,"Receptors, LDL",0.8804404735565186
Bile salt-activated lipase levels,"Receptors, LDL",0.8840447068214417
Proteasome subunit alpha type-2 levels,Protein Kinase C-theta,0.886593759059906
Proteasome subunit alpha type-3 levels,Protein Kinase C-theta,0.8806732296943665
Proteasome subunit alpha type-4 levels,Protein Kinase C-theta,0.8801906108856201
Proteasome subunit alpha type-5 levels,Protein Kinase C-theta,0.8772159814834595
Proteasome subunit alpha type-6 levels,Protein Kinase C-theta,0.8762660026550293
Proteasome subunit beta type-2 levels,Protein Kinase C-theta,0.8900359869003296
Proteasome subunit beta type-3 levels,Protein Kinase C-theta,0.8856837749481201
Proteasome subunit beta type-4 levels,Protein Kinase C-theta,0.8849974870681763
Proteasome subunit beta type-5 levels,Protein Kinase C-theta,0.8810036778450012
26S proteasome non-ATPase regulatory subunit 10 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8586295247077942
PH and SEC7 domain-containing protein 2 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.9009851217269897
26S proteasome non-ATPase regulatory subunit 7 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.85968416929245
Pregnancy-specific beta-1-glycoprotein 1 levels,Pregnancy-Associated Plasma Protein-A,0.9000940918922424
Pregnancy-specific beta-1-glycoprotein 11 levels,Pregnancy-Associated Plasma Protein-A,0.9003555178642273
Pregnancy-specific beta-1-glycoprotein 2 levels,Pregnancy-Associated Plasma Protein-A,0.8995952606201172
GRAM domain-containing protein 1C levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.9071106910705566
"GrpE protein homolog 1, mitochondrial levels",Autophagy-Related Protein 5,0.8780986666679382
Glutathione synthetase levels,Glutathione Synthase,0.9650649428367615
Glycogen synthase kinase-3 alpha/beta levels,Glycogen Synthase Kinase 3 beta,0.9530143737792969
GSK3-beta interaction protein levels,Protein Kinase C-alpha,0.9173632264137268
Glutathione S-transferase A1 levels,Glutathione S-Transferase pi,0.9589318633079529
Glutathione S-transferase A4 levels,Glutathione S-Transferase pi,0.9593464732170105
General transcription factor II-I levels,Protein Kinase C-delta,0.8806792497634888
GTP-binding protein Di-Ras3 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8947214484214783
GTP-binding nuclear protein Ran levels,Protein Kinase C-delta,0.8864322304725647
Glycine N-methyltransferase levels,Carnitine O-Acetyltransferase,0.9059597253799438
Glycylpeptide N-tetradecanoyltransferase 1 levels,Carnitine O-Palmitoyltransferase,0.9029373526573181
Glycylpeptide N-tetradecanoyltransferase 2 levels,Carnitine O-Palmitoyltransferase,0.9021902084350586
"Glycogen phosphorylase, liver form levels","Glycogen Phosphorylase, Liver Form",0.9612889885902405
Glycoprotein Xg levels,"Collagen Type I, alpha 1 Chain",0.8769721388816833
Granulocyte-macrophage colony-stimulating factor receptor subunit alpha levels,Tumor Necrosis Factor-alpha,0.856232762336731
GMP reductase 1 levels,Protein Disulfide Reductase (Glutathione),0.8901791572570801
GMP reductase 2 levels,Protein Disulfide Reductase (Glutathione),0.8924450874328613
GMP synthase [glutamine-hydrolyzing] levels,Glycogen Synthase Kinase 3,0.9070934057235718
GTPase NRas levels,Protein Kinase C-delta,0.8860867023468018
Gamma-soluble NSF attachment protein levels,Perilipin-1,0.870413601398468
Golgin subfamily A member 7 levels,Perilipin-1,0.8870712518692017
Golgi membrane protein 1 levels,Autophagy-Related Protein 5,0.8615129590034485
Golgi SNAP receptor complex member 1 levels,Autophagy-Related Protein 5,0.8846346735954285
Protein GPR107 levels,Protein Kinase C-delta,0.8784832954406738
Adhesion G protein-coupled receptor F5 levels,Protein Kinase C-delta,0.8786091804504395
Probable G-protein coupled receptor 135 levels,Protein Kinase C-delta,0.8794388175010681
Glycerophosphocholine phosphodiesterase GPCPD1 levels,"Glycogen Phosphorylase, Liver Form",0.884975254535675
Glutaminyl-peptide cyclotransferase levels,Choline-Phosphate Cytidylyltransferase,0.8868247270584106
GRB2-related adapter protein levels,Autophagy-Related Protein 5,0.8922240734100342
Growth factor receptor-bound protein 10 levels,Protein Kinase C-theta,0.8906179070472717
Growth factor receptor-bound protein 7 levels,Protein Kinase C-theta,0.8893586993217468
Gremlin-2 levels,Perilipin-1,0.9079663753509521
"Glutamate receptor ionotropic, delta-2 levels","Receptors, Adrenergic, alpha-2",0.8903931379318237
Glutaminyl-peptide cyclotransferase-like protein levels,Choline-Phosphate Cytidylyltransferase,0.8820273876190186
Glycoprotein hormone alpha-2 levels,"Collagen Type I, alpha 1 Chain",0.8663352727890015
GPN-loop GTPase 1 levels,Protein Kinase C-delta,0.8917325735092163
G-protein coupled receptor 26 levels,Protein Kinase C-delta,0.8863415122032166
Adhesion G-protein coupled receptor G1 levels,Protein Kinase C-delta,0.8874441981315613
Glutathione peroxidase 7 levels,Glutathione Peroxidase,0.9541149139404297
Glyceraldehyde-3-phosphate dehydrogenase levels,Glycogen Synthase Kinase 3 beta,0.8794283270835876
Glypican-1 levels,Perilipin-1,0.9326083660125732
Glypican-3 levels,Perilipin-1,0.9224497675895691
Glypican-4 levels,Perilipin-1,0.9198558926582336
Glycoprotein hormones alpha chain levels,"Collagen Type I, alpha 1 Chain",0.860717236995697
Glycosyltransferase-like protein LARGE1 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.892044186592102
Glutamate receptor 4 levels,Glutamic Acid,0.8929275274276733
Grancalcin levels,Gliadin,0.8994042873382568
Granzyme K levels,Aspartame,0.8874107003211975
Granzyme M levels,Aspartame,0.8830769658088684
Glutathione S-transferase Mu 1 levels,Glutathione S-Transferase pi,0.9683790802955627
Glutathione S-transferase Mu 3 levels,Glutathione S-Transferase pi,0.966504693031311
Glutathione S-transferase Mu 4 levels,Glutathione S-Transferase pi,0.9647574424743652
Glutathione S-transferase P levels,Glutathione S-Transferase pi,0.9755484461784363
"Glutathione reductase, mitochondrial levels",Glutathione Reductase,0.9415861964225769
Glutathione S-transferase theta-1 levels,Glutathione S-Transferase pi,0.9508262872695923
Spatial QRS-T angle,Electrocardiography,0.8612042665481567
Frontal QRS-T angle,Electrocardiography,0.8730326890945435
E3 ISG15--protein ligase HERC5 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8756250143051147
Protein HEXIM1 levels,Perilipin-1,0.8914544582366943
Protein HEXIM2 levels,Perilipin-1,0.889043927192688
"Homogentisate 1,2-dioxygenase levels",Arachidonate 5-Lipoxygenase,0.914814293384552
Hedgehog-interacting protein levels,Autophagy-Related Protein 5,0.8711534142494202
"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial levels",Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.9194055795669556
Protein Hikeshi levels,Steatorrhea,0.8617215752601624
Homeodomain-interacting protein kinase 3 levels,Protein Kinase C-delta,0.8882908225059509
Histatin-3 levels,Perilipin-1,0.8875265717506409
Histo-blood group ABO system transferase levels,"Hemoglobinuria, Paroxysmal",0.878838062286377
Histone acetyltransferase KAT2A levels,Carnitine O-Acetyltransferase,0.8914973139762878
Histone acetyltransferase type B catalytic subunit levels,Carnitine O-Acetyltransferase,0.9027555584907532
Histone H1.2 levels,Acetylation,0.8638030886650085
Histone-lysine N-methyltransferase 2C levels,Carnitine O-Acetyltransferase,0.8777146339416504
Histone-lysine N-methyltransferase 2D levels,Carnitine O-Acetyltransferase,0.8766404986381531
Histidine triad nucleotide-binding protein 1 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8808407783508301
"Histidine--tRNA ligase, cytoplasmic levels","Creatine Kinase, Mitochondrial Form",0.887981116771698
"HLA class I histocompatibility antigen, alpha chain G levels","Immunoglobulin A, Secretory",0.835908055305481
HLA class II histocompatibility antigen gamma chain levels,"Immunoglobulin A, Secretory",0.8194015622138977
"HLA class II histocompatibility antigen, DQ alpha 2 chain levels","Immunoglobulin A, Secretory",0.8169218301773071
"HLA class II histocompatibility antigen, DR beta 3 chain levels","Immunoglobulin A, Secretory",0.8142862319946289
High mobility group protein 20A levels,"Collagen Type I, alpha 1 Chain",0.8560922741889954
High mobility group protein B1 levels,Apolipoprotein E4,0.8627463579177856
High mobility group protein B2 levels,Apolipoprotein E4,0.8639973998069763
High mobility group protein B3 levels,Pregnancy-Associated Plasma Protein-A,0.8638632893562317
Rho GTPase-activating protein 45 levels,Protein Kinase C-alpha,0.8925309777259827
"Kininogen, HMW, Two Chain levels","Insulin, Regular, Human",0.8861048221588135
Hematological and neurological expressed 1 protein levels,Neurogenic Inflammation,0.8681237101554871
Hepatocyte nuclear factor 4-alpha levels,Protein Kinase C-alpha,0.8783355355262756
Heterogeneous nuclear ribonucleoprotein A/B levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8708162903785706
Heterogeneous nuclear ribonucleoproteins A2/B1 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8773332238197327
Heterogeneous nuclear ribonucleoproteins C1/C2 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8699541687965393
Heterogeneous nuclear ribonucleoprotein A1 levels,Pregnancy-Associated Plasma Protein-A,0.8607693314552307
Heterogeneous nuclear ribonucleoprotein D0 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.860603392124176
Heterogeneous nuclear ribonucleoprotein D-like levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8713569045066833
Heterogeneous nuclear ribonucleoprotein F levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8565655946731567
Heterogeneous nuclear ribonucleoprotein H levels,"Mitochondrial Trifunctional Protein, alpha Subunit",0.8598111867904663
Heme oxygenase 1 levels,Superoxide Dismutase-1,0.8672317862510681
Holo-Transcobalamin-2 levels,Vitamin B 6 Deficiency,0.8870633244514465
Homeodomain-only protein levels,Perilipin-1,0.8581570982933044
Hippocalcin-like protein 1 levels,Perilipin-1,0.8994927406311035
Hematopoietic prostaglandin D synthase levels,Glycogen Synthase Kinase 3,0.8768129944801331
Hephaestin-like protein 1 levels,Perilipin-1,0.9185529947280884
Hyaluronan and proteoglycan link protein 1 levels,"Collagen Type I, alpha 1 Chain",0.8885088562965393
Hyaluronan and proteoglycan link protein 4 levels,"Collagen Type I, alpha 1 Chain",0.8862813115119934
Homer protein homolog 1 levels,Perilipin-1,0.8705089092254639
Homer protein homolog 2 levels,Perilipin-1,0.8635781407356262
Heparanase levels,Aspartame,0.9160723090171814
RNA polymerase-associated protein RTF1 homolog levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8981935381889343
Receptor-transporting protein 4 levels,Protein Kinase C-delta,0.8800714015960693
Solute carrier family 22 member 16 levels,Glycogen Storage Disease Type V,0.8546715378761292
Ribonuclease UK114 levels,Biotinidase,0.8582436442375183
Protein S100-A10 levels,Perilipin-1,0.868960440158844
Protein S100-A11 levels,Perilipin-1,0.8832419514656067
Protein S100-A12 levels,Perilipin-1,0.8777312636375427
"Hydroxyacylglutathione hydrolase, mitochondrial levels",Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.9117698073387146
Protein S100-A16 levels,Perilipin-1,0.8852729201316833
Interferon alpha-4 levels,"Collagen Type I, alpha 1 Chain",0.8676689863204956
Interferon alpha-5 levels,"Immunotherapy, Active",0.8679994344711304
Interferon alpha-7 levels,"Immunotherapy, Active",0.8704767823219299
Interferon gamma receptor 1 levels,Protein Kinase C-theta,0.8842241764068604
Interferon gamma receptor 2 levels,Protein Kinase C-theta,0.8844143748283386
Interferon lambda receptor 1 levels,Protein Kinase C-theta,0.8834554553031921
Immunoglobulin A levels,Immunoglobulin D,0.9571479558944702
Immunoglobulin-binding protein 1 levels,"Immunoglobulin A, Secretory",0.9374889135360718
Protein S100-A7 levels,Perilipin-1,0.8943535685539246
Protein S100-P levels,Protein Kinase C-delta,0.8790152668952942
Hydroxyacid oxidase 1 levels,"Aldehyde Dehydrogenase, Mitochondrial",0.9034955501556396
"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1 levels","Inositol 1,4,5-Trisphosphate Receptors",0.9424732327461243
Inter-alpha-trypsin inhibitor heavy chain H3 levels,"Collagen Type I, alpha 1 Chain",0.8758503794670105
Inter-alpha-trypsin inhibitor heavy chain H5 levels,"Collagen Type I, alpha 1 Chain",0.8774564862251282
Inhibin beta A chain:Inhibin beta C chain heterodimer levels,X-Linked Inhibitor of Apoptosis Protein,0.8520684838294983
"Isovaleryl-CoA dehydrogenase, mitochondrial levels","Aldehyde Dehydrogenase, Mitochondrial",0.9258787035942078
"Indoleamine 2,3-dioxygenase 1 levels",Arachidonate 5-Lipoxygenase,0.8982085585594177
Insulin-degrading enzyme levels,Insulin Secretion,0.9105820655822754
Isocitrate dehydrogenase [NADP] cytoplasmic levels,"NADH, NADPH Oxidoreductases",0.9052598476409912
"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial levels","Aldehyde Dehydrogenase, Mitochondrial",0.9135122895240784
Isopentenyl-diphosphate Delta-isomerase 1 levels,Glutamine-Fructose-6-Phosphate Transaminase (Isomerizing),0.9093698263168335
Isopentenyl-diphosphate delta-isomerase 2 levels,Fructose-Bisphosphate Aldolase,0.9030620455741882
Interferon-induced protein with tetratricopeptide repeats 3 levels,X-Linked Inhibitor of Apoptosis Protein,0.8732056021690369
Interferon lambda-1 levels,Protein Kinase C-theta,0.8718274235725403
Interferon lambda-2 levels,"Immunotherapy, Active",0.8710296154022217
Interferon lambda-3 levels,"Immunotherapy, Active",0.8693417310714722
Immunoglobulin superfamily DCC subclass member 4 levels,"Immunoglobulin A, Secretory",0.902910053730011
Immunoglobulin E levels,Immunoglobulin E,0.9561586976051331
Insulin-like growth factor 1 receptor levels,Insulin-Like Growth Factor II,0.9323790669441223
Insulin-like growth factor-binding protein complex acid labile subunit levels,Insulin-Like Growth Factor Binding Protein 4,0.9211123585700989
Insulin-like growth factor-binding protein 1 levels,Insulin-Like Growth Factor Binding Protein 4,0.9340595006942749
Retinoic acid receptor responder protein 1 levels,"Retinol-Binding Proteins, Plasma",0.8708833456039429
Retinoic acid receptor responder protein 3 levels,"Retinol-Binding Proteins, Plasma",0.8714733719825745
40S ribosomal protein S10 levels,Mitochondrial Ribosomes,0.8719449639320374
40S ribosomal protein S19 levels,Mitochondrial Ribosomes,0.8718117475509644
40S ribosomal protein S3 levels,Mitochondrial Ribosomes,0.8750857710838318
40S ribosomal protein S3a levels,Mitochondrial Ribosomes,0.873699426651001
"40S ribosomal protein S4, X isoform levels","Mitochondrial Trifunctional Protein, alpha Subunit",0.8788909912109375
Inosine-5-monophosphate dehydrogenase 1 levels,Uridine Diphosphate Glucose Dehydrogenase,0.9185970425605774
Inosine-5-monophosphate dehydrogenase 2 levels,Uridine Diphosphate Glucose Dehydrogenase,0.9166281223297119
Isoaspartyl peptidase/L-asparaginase levels,Glutamine-Fructose-6-Phosphate Transaminase (Isomerizing),0.8887295722961426
Islet amyloid polypeptide levels,Serum Amyloid A Protein,0.8946877717971802
Inter-alpha-trypsin inhibitor heavy chain H1 levels,"Collagen Type I, alpha 1 Chain",0.8859454393386841
Inter-alpha-trypsin inhibitor heavy chain H2 levels,"Collagen Type I, alpha 1 Chain",0.8814414739608765
40S ribosomal protein S5 levels,Mitochondrial Ribosomes,0.8758607506752014
40S ribosomal protein S7 levels,Mitochondrial Ribosomes,0.8742493987083435
Ribosyldihydronicotinamide dehydrogenase [quinone] levels,"Aldehyde Dehydrogenase, Mitochondrial",0.8926607966423035
R-spondin-1 levels,Perilipin-1,0.8821196556091309
R-spondin-4 levels,Perilipin-1,0.8813738226890564
Kin of IRRE-like protein 2 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8883801698684692
Kin of IRRE-like protein 3 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.885263979434967
Isthmin-1 levels,Perilipin-1,0.894226610660553
Isochorismatase domain-containing protein 1 levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8876004815101624
Inactive serine protease 35 levels,Protein Kinase C-delta,0.8826554417610168
Integrin alpha-5 levels,"Collagen Type I, alpha 1 Chain",0.8876750469207764
E3 ubiquitin-protein ligase Itchy homolog levels,CASP8 and FADD-Like Apoptosis Regulating Protein,0.8636531829833984
Intestinal-type alkaline phosphatase levels,Thiamine Pyrophosphate,0.8688650727272034
Inhibin beta B chain levels,Insulin Antibodies,0.880187451839447
Inhibin beta C chain levels,Insulin Antibodies,0.8734845519065857
Inhibin beta A chain levels,Insulin Antibodies,0.8813957571983337
Insulin-like peptide INSL6 levels,Glucagon-Like Peptide 1,0.9138826727867126
Insulin-like 3 levels,Insulin Aspart,0.9081786274909973
Integrin alpha-IIb: beta-3 complex levels,"Collagen Type I, alpha 1 Chain",0.8785639405250549
Intercellular adhesion molecule 4 levels,Vascular Endothelial Growth Factor A,0.8599738478660583
